UUID,VIN,Make,Model,Mileage,Year,Price,Zip Code,Create Date,Update Date,String column,Number column,Date column
452452037523,459289659,AJAJ,JTPE,3787,1990,"$29,966.00",84133,9/11/2010,8/10/2011,XGKG,385316,40343
729001053052,709426758,GGIS,RGAO,120588,2000,"$14,458.00",62740,6/29/2017,10/17/2019,KXVN,1484470,41240
645896702660,955526317,TEBQ,OHLL,119200,2021,"$18,765.00",48694,2/4/2010,3/12/2008,XPVB,344083,43135
207486541054,603531193,TPBL,GPCL,144193,2019,"$29,028.00",96115,1/9/2019,4/21/2009,MDPK,1409843,40819
289747464818,993798076,SEAK,OAAE,95467,1995,"$13,671.00",93672,7/26/2014,9/29/2019,QIXC,1319585,38627
602154345421,632965590,MXOH,QPYA,183043,2022,"$28,175.00",82186,7/2/2009,8/29/2013,NPDW,404003,42456
597745154875,774659931,NHEP,YBFS,94052,1994,"$14,724.00",87070,7/10/2007,12/13/2018,CPSA,1243851,43648
794222554465,754673810,EAGK,NYEC,150467,2022,"$20,861.00",61463,8/28/2010,11/16/2010,AXJM,302730,38381
831350927171,713088782,VWQW,VKHN,1522,2002,"$12,228.00",42735,9/8/2009,1/25/2021,TGXD,500448,39404
910146772307,872410923,ALCK,FGJP,118717,1984,"$28,372.00",16735,10/7/2019,8/4/2014,ESYN,323618,41895
740953924870,875015528,YOAI,JTWL,162616,2002,"$25,240.00",30133,11/20/2015,4/8/2016,OCQC,1255056,42293
997787374084,167573175,NHMG,UXQO,124476,2022,"$22,739.00",85519,10/31/2006,7/1/2014,SEJF,1024133,40911
901584344986,129829911,BDEK,HXVW,82546,1983,"$27,948.00",13538,10/14/2015,9/10/2012,WRIE,248991,38762
930964192849,419988424,EKWS,KOAD,33039,1995,"$17,759.00",96892,9/15/2015,8/20/2019,KVNL,736082,43401
447697280957,644014038,PERV,DOXP,61445,1993,"$13,363.00",49921,5/1/2015,6/30/2019,DJDQ,1189140,40537
160094557124,908255830,RKDI,SWIG,15832,1984,"$13,568.00",60181,8/27/2015,10/14/2020,VWCB,1245493,39485
617183241853,520715930,ILIC,BPUW,227611,2005,"$23,485.00",99532,8/7/2007,3/5/2019,IUWA,461461,43521
823097202750,762032265,FFSV,XLKH,26984,2010,"$7,134.00",17296,10/30/2006,12/15/2005,IUQM,526157,43947
950702697768,174204202,JWTC,VPQQ,57232,1982,"$18,300.00",50428,10/10/2006,7/16/2017,BYUD,488944,44138
117397921085,844353355,UAJT,ESAK,30925,1998,"$27,753.00",54704,1/22/2019,4/20/2020,HNAC,1496076,43014
124070235045,693017899,CPUS,VGAG,156244,1986,"$13,998.00",56670,8/20/2012,9/12/2011,JTOD,304108,40463
620557001402,328949674,ARMJ,ABBA,47190,2014,"$12,163.00",9667,10/20/2012,10/20/2011,RKED,453896,40584
904369874526,862824785,LLKM,DNVO,174483,1985,"$9,278.00",1046,8/20/2013,5/15/2005,KWPG,1235614,40074
176428453681,671689035,WXSF,MNVJ,218601,1987,"$14,046.00",98042,3/2/2010,2/9/2016,QVCV,953804,39384
245726354948,981418890,FFIR,RATT,46254,1994,"$24,136.00",36094,6/7/2015,7/1/2018,KYHL,676186,40113
536346728448,355665977,PENM,JASS,128950,2009,"$12,295.00",7807,4/20/2005,4/23/2008,SPOF,188512,39092
479455967450,341134613,RWLG,NXAJ,69974,1987,"$11,370.00",34159,10/27/2020,4/15/2018,BLKW,1409452,42039
943915885874,872812140,XNFF,OUJK,175844,2015,"$11,367.00",8611,6/15/2009,7/10/2007,JFQN,686084,38436
302257677033,385745937,FLTV,RKTT,22823,2008,"$13,953.00",97804,2/1/2010,5/9/2011,KBCR,1326686,42869
468666008758,330762961,ALID,FLQJ,201176,2002,"$21,404.00",9081,3/12/2007,2/11/2010,MBJA,839846,38585
242074169425,872490849,PKLY,IALY,184146,1985,"$17,255.00",89103,8/19/2010,2/4/2020,UGJS,195284,38891
752064337321,889453235,GDAH,HWMN,177239,2009,"$14,453.00",80864,9/2/2010,10/13/2008,UWHL,425248,42335
246461408031,608353608,CAKX,EKMJ,231879,2019,"$15,862.00",30339,4/16/2006,5/16/2012,FXGD,556613,39236
510865123642,317700694,ANRJ,NDXB,37981,1988,"$23,522.00",63117,9/25/2018,5/13/2008,SDKD,56775,38939
225273517519,651612700,EQLD,ILWI,163142,2009,"$13,957.00",93000,7/31/2006,8/27/2005,DQLS,1456035,39154
412101403936,553862344,BKQY,LQYM,148490,1993,"$11,125.00",59657,2/23/2009,8/2/2007,XPVY,724212,40689
416027940597,913684595,LBGI,ELVU,35601,2020,"$22,899.00",17616,6/10/2017,12/1/2019,GECD,657284,42488
663528268435,977311980,CISS,TORO,26325,1990,"$22,335.00",60346,3/25/2018,6/16/2020,RJBT,675363,41898
274611179749,596549539,KOVD,MLRF,78489,1989,"$16,128.00",17920,3/9/2015,5/11/2010,SYAF,571057,41910
258196412768,277604310,ODQG,RKVQ,11758,1998,"$10,764.00",20571,2/18/2011,7/9/2019,LGWW,492588,42519
319472029513,811926557,HOQI,OKNF,249841,2017,"$26,921.00",842,5/2/2011,3/25/2012,XTJQ,121055,44075
335053620530,907185981,IWPO,XKPL,181467,1988,"$14,693.00",50530,1/25/2005,3/14/2019,TJLW,589044,43340
137898556943,349579635,MICV,SVWA,59274,2015,"$7,792.00",43360,10/24/2011,5/1/2007,YEDT,63619,44223
314844187757,740624834,IOXB,MLQR,124896,1989,"$25,320.00",27211,12/22/2014,11/20/2017,PTSW,161672,39929
957468850660,263704549,BUXK,EHLF,147321,1998,"$23,812.00",80727,10/12/2007,3/4/2012,LBWX,924252,38389
295711441048,740607332,OSGB,VNDD,233638,2017,"$26,491.00",94553,9/6/2013,11/7/2006,JYFS,278802,41746
473697335454,393597958,TFFX,LPQA,201283,1980,"$27,368.00",83223,10/8/2010,9/7/2017,IXKU,1059487,40754
932236235033,458263439,VFHE,DMGU,2919,2003,"$9,794.00",54958,3/31/2017,3/24/2020,XFET,843523,43981
630976988168,213392399,DUGH,KFRT,229798,2006,"$6,425.00",93255,1/16/2014,10/23/2017,ODNY,907674,40721
719399429912,115393033,NPJU,WOYH,200449,2007,"$18,692.00",41545,7/17/2014,12/23/2005,VEOB,1132966,38617
473160310338,546507992,IIFM,FGMF,128717,2009,"$11,379.00",7247,1/14/2005,7/29/2012,ITIX,1486043,40517
486192438864,429378125,PLWJ,ETQC,236233,2011,"$18,693.00",54706,2/8/2014,2/13/2012,FABN,99729,38421
502863171824,384896609,DGNX,PVWB,67732,1988,"$29,786.00",70874,7/4/2017,3/14/2013,JKXW,223115,44133
307178107665,831270729,CNWY,XEJN,104003,2017,"$7,177.00",27780,11/15/2009,6/10/2017,GYAC,1039086,42022
225457424129,217715165,JHNV,DSEF,52057,1980,"$15,524.00",98292,12/19/2008,5/27/2018,PUWB,533661,41916
531901804632,484859436,LKYP,EAJV,112175,1986,"$13,368.00",79853,1/31/2019,7/10/2010,YJBJ,1399464,40140
760700066303,615659798,BJRH,FMAM,236624,2016,"$7,015.00",70177,4/30/2020,3/19/2010,HOMU,1229638,43823
837156954578,163366851,NDNN,TNQI,136600,1994,"$17,312.00",13819,7/6/2018,4/1/2015,JGDX,1154258,43015
408295849283,598025843,CUHI,REGS,140094,1981,"$7,666.00",38950,7/29/2015,3/11/2005,QIHF,1293216,41159
434021606359,162550483,DLCQ,QGSY,210429,1983,"$12,537.00",15136,3/10/2008,12/20/2005,JVOO,778945,42632
674990728609,562151690,QERI,LAGX,109887,1980,"$28,560.00",7062,5/23/2020,1/26/2020,AQNB,1016037,39070
726415833393,188924722,WHPJ,UQLD,158227,1983,"$12,866.00",12021,3/27/2008,5/7/2020,WMWP,1315224,43716
551938521778,507088724,RHHE,TCCI,184374,2022,"$25,864.00",13565,5/1/2010,9/18/2016,JMMC,220566,40314
969610533697,731952297,NLYW,UKVD,189727,2006,"$14,494.00",26850,3/23/2021,9/22/2018,RDBB,1410670,41583
959280252869,883258613,KOEA,WXAW,213024,1981,"$16,560.00",90793,8/13/2014,7/22/2012,PTQT,610993,38759
422383697278,214548062,PAIW,YHMO,131718,1995,"$23,957.00",7795,11/30/2011,8/28/2008,ALMV,835711,38736
307644259141,140971553,OGIN,NOTN,197152,1996,"$15,794.00",45116,8/10/2020,2/25/2019,RATK,1000724,40427
214921195800,180082163,TGAH,RPJG,70060,2012,"$9,721.00",592,11/9/2018,9/12/2011,EXVC,1365460,38627
416447350135,996753519,SDTH,TIHX,29915,1987,"$5,615.00",89532,1/26/2017,2/3/2013,TSNI,1199767,38397
363460971323,462066076,ARYQ,BDRJ,11605,2015,"$25,186.00",44883,5/13/2017,8/16/2008,STGI,410612,40289
449597686892,346548823,TQTV,KRIG,227405,1984,"$5,772.00",60313,9/30/2015,1/26/2017,QYPU,131046,38726
982254462834,248466338,YAVU,CLEO,66300,1995,"$21,659.00",44844,11/13/2007,7/5/2018,IHVS,968791,39000
698925252922,208421631,DLFY,QPMD,46231,2022,"$5,782.00",91634,6/11/2007,3/16/2005,CGVY,210997,39360
961658989166,182542434,TRUH,NSYW,154168,2011,"$8,062.00",27460,1/1/2010,8/16/2019,GKKR,234931,44143
653166225782,199082890,LIUW,QFFT,30662,2000,"$19,116.00",90781,3/19/2011,2/20/2017,NREW,1479356,43076
568877674681,480486234,FUXS,WVKE,241731,2001,"$11,350.00",16587,6/19/2011,11/28/2013,OPXA,1094765,38734
319683811645,833437630,BGME,HHSR,199316,1996,"$28,366.00",49378,5/12/2015,7/26/2017,DLQB,1429269,44124
163644428254,520000878,ACYX,KYPJ,55152,1999,"$26,060.00",90009,8/18/2020,5/25/2020,METW,279732,42058
321716637995,374712858,XERG,OGNX,62161,1992,"$12,769.00",73444,3/26/2006,10/15/2013,AMBK,1124208,41630
416435441388,698160781,XCLM,DAYY,31506,1996,"$8,607.00",68554,4/6/2019,6/4/2018,THOC,1041667,40802
525511527748,965233903,CDPC,WSFQ,20450,1993,"$14,956.00",4758,7/18/2007,8/5/2010,FHQQ,1368492,39026
540813815487,239116151,SWOB,RBSG,83945,1982,"$16,407.00",99669,2/14/2006,12/19/2010,SCDN,1047851,42870
779242129952,590522989,MHVX,SIUP,97364,1998,"$17,970.00",8960,11/26/2017,8/14/2018,RSBU,915782,44083
756331752119,277936028,OKQS,IVXH,241446,1992,"$13,062.00",26836,7/30/2005,2/23/2021,NIRL,307164,43700
184467881576,298369339,QABB,ASQR,49013,1989,"$5,209.00",630,8/10/2006,2/24/2017,RYHY,367903,41373
843887442670,764419647,WJJE,UYAO,229731,2014,"$19,801.00",85174,8/8/2015,4/28/2019,URWN,978646,41470
906696705262,131443823,TAAS,GKTT,40942,1981,"$18,205.00",73517,9/5/2009,1/15/2009,USVC,441870,43188
734238818628,536165968,MVSL,BKLQ,22906,1987,"$18,222.00",82248,4/11/2012,5/21/2012,QDQM,1498941,39380
845334177195,678802809,FJOB,OVDC,235921,2022,"$9,066.00",74687,7/8/2017,9/30/2011,QWQR,286590,41355
532999589462,652495111,LYKJ,ATDC,52287,1992,"$27,752.00",31503,9/11/2010,2/11/2011,FCFN,448739,38380
776201954987,995446908,FBUG,XICT,32136,2020,"$6,887.00",56356,10/2/2011,6/4/2007,QTVL,1044374,42147
865187871135,866707266,HXNK,ECBM,142700,2010,"$25,204.00",19215,1/30/2006,3/30/2006,OOEN,282877,41211
198472465557,637494269,USFS,BIJV,240713,1990,"$14,461.00",18642,8/27/2014,8/31/2015,JOTL,738880,38461
960375562866,833190282,FECA,HAKV,177681,1981,"$12,213.00",40014,11/21/2009,4/1/2010,JLMX,1194421,42018
729186853941,466325511,PKAO,HEQW,184845,1994,"$21,974.00",13035,11/22/2016,10/31/2008,VKVA,317429,42591
969623606603,195413514,QHGY,OOXY,145128,1983,"$5,353.00",11859,3/10/2017,7/5/2007,NBVI,1455820,42565
504709308572,661402123,FMEF,VYMR,127749,2016,"$12,083.00",60455,11/8/2008,5/18/2011,JIHG,1171730,40861
239424345601,511046258,CXLI,IBKX,247003,2006,"$8,466.00",30106,1/28/2017,4/22/2013,JSDI,1236263,43432
252039887739,666811212,AFTG,SAOP,21857,2013,"$7,210.00",82770,5/12/2010,12/8/2020,MEAS,328882,40123
280354492892,829303120,CLCX,SPPN,132283,2022,"$17,354.00",88594,3/11/2015,3/2/2011,XYFN,1158470,43502
161693365047,269713990,KTFF,YUDM,143324,2007,"$29,434.00",93602,9/3/2019,6/18/2007,BSKU,91361,43002
881438868990,613947306,JFUG,JUOO,138721,2022,"$29,980.00",50337,8/8/2009,10/29/2015,TWXX,612376,41738
725998170764,253857664,UIRH,PSOT,99413,2019,"$24,835.00",17121,1/29/2021,3/29/2016,YFJP,302232,43686
290507025161,581788245,LQGT,NRXS,220666,1994,"$9,736.00",3710,8/11/2009,8/24/2005,LFNX,656050,39196
945632612701,592542890,MLVL,SETN,26923,1990,"$12,229.00",34046,5/27/2016,6/14/2018,PTTY,249878,41184
819084143057,412419184,WCNP,PYWF,203957,1994,"$18,087.00",74461,4/10/2006,9/16/2010,MRQI,98824,42692
466766884873,992630544,AOTP,DXNL,24675,2019,"$17,314.00",6799,1/10/2018,3/6/2008,WDBE,986469,40932
433392655871,649590180,KYLX,VHJT,244041,2014,"$18,961.00",57257,2/13/2013,3/12/2008,JRHW,570085,42683
400399165919,194340624,GMAJ,AVPE,182463,2020,"$22,192.00",33009,5/31/2005,11/26/2013,DDGA,368402,41273
364466767722,310055341,LVBD,RAMG,27176,1980,"$19,924.00",80974,11/17/2007,9/17/2018,ERCS,1253773,43196
623757832366,286074309,SSIA,FHDD,165753,2003,"$11,156.00",73624,10/3/2016,6/27/2012,OQUB,1136311,39193
546621986672,801830282,QWYT,TGHI,120217,2022,"$6,330.00",73045,11/29/2017,10/28/2015,ONFF,988943,44328
345696677467,744924507,BELO,EJCI,45126,1992,"$11,410.00",11595,1/9/2005,4/8/2015,NYEE,1096435,44190
468818022851,923225924,JPNU,AHLK,157379,1982,"$19,965.00",53549,3/3/2008,5/16/2020,LTRK,1401210,40021
378854399586,942883465,UPUT,SULC,37625,1999,"$23,903.00",15377,8/19/2006,6/12/2014,JPEA,310306,42968
374851704508,717273548,XQHB,GLBY,182061,2019,"$14,054.00",78586,2/25/2012,4/9/2014,QWWC,527651,39041
141317036216,417282756,AAVV,WRFG,18307,1995,"$9,741.00",11919,10/25/2005,11/23/2019,UMTS,472644,43568
160685128419,926524934,YCEO,SLJE,165845,2004,"$23,914.00",94112,10/20/2017,1/16/2011,UGDA,805357,43716
670255806073,438288232,TJIE,XLDF,144711,1990,"$26,182.00",52762,3/19/2011,11/2/2018,HQCY,524099,41135
608225276724,371815214,YDBJ,JAQE,192669,2019,"$11,723.00",30568,10/19/2007,11/21/2014,DEHX,134006,42146
175470792998,483219188,BDKS,JJUJ,93265,2006,"$23,174.00",78660,1/15/2017,4/16/2011,JQXN,995133,40531
840014651540,539337461,BWLS,QJHK,111914,2013,"$8,443.00",10352,10/28/2011,7/13/2018,EAQB,1113301,40275
768222172078,859271282,XVJA,QREK,195815,1981,"$24,075.00",29772,12/2/2016,8/5/2009,QGBN,1405741,40572
936869542891,335039243,IAVK,ILIN,203051,2021,"$24,292.00",94756,6/8/2014,5/20/2009,EPRB,498027,41865
141757008721,885416486,APDC,RNUH,3326,2005,"$12,681.00",94816,8/31/2014,11/8/2008,CDBH,684427,38459
296624270496,468458935,XSBR,AUDL,242040,2013,"$6,472.00",25080,1/22/2018,5/6/2018,DKUR,1235869,38864
946437067384,728664736,PAFM,UOJY,108928,2013,"$13,138.00",61346,4/10/2007,10/10/2008,HUUL,419476,41134
625734673165,582040657,RVHQ,VLAR,181101,1988,"$6,437.00",20191,2/10/2007,4/4/2007,USFB,1095528,40903
931545745284,787642618,JGYH,JGIU,174842,1993,"$29,865.00",95892,10/2/2015,9/22/2015,YRMU,539966,39744
803298465444,701874494,XIKI,YLWD,80611,2006,"$20,232.00",56149,10/7/2012,9/11/2008,ARLJ,990360,44226
225223379424,571032725,THGC,GROQ,46625,1991,"$14,119.00",5588,5/15/2005,9/10/2007,HMQR,1088738,42554
178616180603,164691920,NMOX,HTEV,105872,2003,"$5,811.00",44099,4/13/2019,8/26/2016,SCIJ,1393783,39548
396378266077,843594082,NDGU,BRSC,236659,1990,"$27,582.00",77925,2/1/2019,3/17/2020,MXXI,320736,41322
506105631230,269607468,MNLQ,FLYG,85616,1980,"$18,398.00",32518,2/22/2011,5/31/2018,QIWS,1053424,43798
610992953326,917328108,RPFH,LNEW,213870,2000,"$6,775.00",61703,9/10/2018,5/2/2017,MLYH,948236,42948
365373249275,815147205,DASY,BKVI,53414,2015,"$14,267.00",26201,10/2/2020,12/24/2010,EFNJ,468167,42990
928447131084,779264154,JXBV,RPFA,157583,2015,"$15,859.00",96434,4/13/2007,6/18/2010,HXIV,862947,41854
697523964321,448971157,UJSE,XWJJ,15254,2022,"$28,908.00",44562,6/14/2014,11/3/2005,QIFP,1363163,41035
320080256049,545017677,WQJC,ERQN,139644,2013,"$7,256.00",59355,9/26/2015,3/22/2016,WAQY,1274102,39557
832158295129,873616037,VIJH,FGGE,161480,2001,"$16,642.00",38863,9/27/2016,10/22/2017,TSEP,688062,38914
166300265585,653744102,IQAT,LTXO,60136,1985,"$20,607.00",25780,5/27/2012,2/14/2010,PSTH,297156,41159
411575402472,993609791,GBIP,BHFI,204036,1996,"$10,941.00",74907,3/5/2005,4/3/2007,QOAE,1226391,42872
554504321993,715703381,FTNT,YSPU,114148,2011,"$11,163.00",10346,8/21/2019,4/4/2012,BQTL,1319854,41928
300898815099,242301869,UJTB,VWDT,13457,2001,"$11,008.00",33046,5/15/2010,7/24/2014,HTOO,873387,39793
557620287734,949009753,BLYK,NQNH,31946,2004,"$25,025.00",11383,9/9/2011,3/28/2009,ITBY,1084237,39399
824405827785,408389424,GQTE,BDUW,9727,2019,"$27,713.00",19795,11/10/2017,11/14/2018,CYGY,504969,43995
592223272572,603223058,HFAO,VQLS,171282,1992,"$23,766.00",39300,12/4/2013,3/12/2012,BMVM,854687,43919
291323034773,867888635,RPTQ,TRYI,159758,1982,"$17,654.00",59076,9/17/2006,9/29/2020,MCTS,1109730,41893
601262147680,440515274,IPDJ,EUPE,156261,1990,"$6,166.00",899,9/6/2009,1/3/2021,LTBN,203746,40047
878613240377,475500926,MLPF,UKLQ,71758,1984,"$21,337.00",90397,9/15/2012,10/4/2009,SPGM,1344157,42570
565089983229,201797073,YRLV,RFOA,138732,2022,"$20,835.00",96477,5/22/2012,2/18/2013,KLTU,49144,42931
866496682365,246072282,KJTV,HGXN,8747,2010,"$16,184.00",45940,1/7/2021,6/5/2018,UCFB,690304,40791
246689693426,817310547,MPUX,BDIY,233426,2012,"$21,803.00",84631,3/4/2015,6/18/2014,HRUM,1479936,38588
675113107744,961062610,IOQM,YLGW,174327,2006,"$12,086.00",78537,3/4/2021,6/18/2019,YPAJ,511117,43301
223986937294,865993914,DNLU,WQOV,186280,1995,"$28,222.00",82864,4/5/2006,8/3/2015,XOYL,196590,40097
511139316229,723371992,INWD,VJLA,32978,2004,"$26,283.00",33199,5/13/2021,3/30/2010,VKVU,431753,38566
550533070740,952918108,OUAC,VGSM,8614,1986,"$5,587.00",10388,7/7/2011,6/22/2006,FKNG,809510,40100
992444155592,396061304,ARBX,PKAK,201522,2003,"$6,742.00",81882,10/5/2016,12/25/2016,SLYE,342918,39474
332513238420,262119566,RCIB,PHQS,175867,2020,"$25,601.00",85414,4/17/2008,12/21/2014,ENIF,637176,42215
900913901490,443819658,MWUC,CRWV,109171,2016,"$27,646.00",5493,1/19/2017,1/5/2017,EXWR,1288273,40194
377196407681,576350329,IMNF,UOUJ,173771,2010,"$16,553.00",63429,7/17/2006,10/13/2014,XHCN,296583,41948
200155793749,330645739,GFGS,DEJN,139209,1993,"$29,596.00",9966,3/25/2006,5/9/2020,DIJU,565735,44198
988115502547,804093131,STMJ,GVWD,195561,2000,"$19,786.00",28545,2/28/2017,2/14/2007,WXPO,1414056,44091
710434565828,551113896,WAWD,PIRE,99883,1990,"$23,527.00",1280,2/25/2018,5/7/2008,YWIG,504507,43225
683277285027,556416548,MCSS,WPAE,230495,2020,"$12,108.00",18289,2/9/2013,8/2/2005,JGPF,858871,43652
630281587421,206587681,RSOA,PEKK,143314,2014,"$9,896.00",34297,9/11/2005,3/18/2016,VNQP,50382,39462
342699960798,405952639,TLWS,TEIT,248791,2006,"$20,623.00",96995,12/15/2015,12/23/2013,KYEO,829527,43902
137913068930,310438658,BPMS,FNJP,205258,2003,"$15,148.00",54569,11/21/2008,11/24/2010,FNWD,582284,41243
844016132652,291865019,ROXS,QVWN,160547,2007,"$22,067.00",75986,10/10/2008,11/25/2006,EBOA,920150,43978
158891662563,379151363,MXPG,OEYS,199392,1990,"$21,190.00",3308,4/19/2007,9/23/2013,HTLU,703836,43322
883531512784,607842376,NYKB,BXIC,106146,2009,"$12,768.00",74641,2/15/2014,8/28/2014,NUMD,1416560,41141
795165111660,158384218,YPPG,TMIT,32621,2001,"$20,946.00",81319,1/24/2006,7/23/2016,OCYW,804470,40110
664076246457,494923510,LXKD,VUIR,156798,2021,"$19,688.00",97511,6/7/2012,5/14/2021,VDTE,1317324,44179
828330057761,146663176,CKJN,RFHJ,57066,1980,"$21,022.00",16067,11/25/2018,7/28/2005,EYBB,1207015,38516
739621007306,522664914,RSVN,AWUI,102581,2011,"$24,575.00",74065,2/20/2020,6/19/2011,MHCN,753765,39544
923123873478,624272352,LKLX,RPLS,26900,2014,"$20,268.00",40577,5/28/2008,5/19/2011,OXVA,410994,38465
864661511915,366447342,GCHC,SXDR,243648,2005,"$14,370.00",32440,6/17/2020,9/17/2012,DHGB,136083,39000
609981554609,213748554,XDIB,JOKM,199980,1988,"$8,968.00",37421,11/6/2017,8/6/2015,GYEA,680819,42809
498820590615,306537982,UXIU,ARCS,178077,2017,"$25,911.00",2495,4/18/2019,9/7/2008,UQYB,509331,39004
445058356656,391675187,THHA,ACJM,193037,2011,"$25,652.00",84535,7/11/2018,12/12/2008,FGSO,447489,41936
454311696959,187152944,JNQY,AMYC,80404,1993,"$29,415.00",20178,12/25/2007,9/19/2010,PBNX,697186,40783
667275280903,322504782,ICBN,FSRU,121404,2006,"$6,803.00",41671,5/10/2018,3/5/2020,HVWB,1430224,38553
956492440357,777778723,MYVE,XQKF,164708,2008,"$14,976.00",21103,9/26/2020,12/5/2006,QYLB,1326745,42299
962370419426,985030356,PWSE,WWOP,47635,2004,"$16,280.00",61394,9/18/2009,6/12/2020,BBMV,295975,39126
771671522325,891309624,RRSK,SCTK,47682,1980,"$27,241.00",10530,5/1/2015,11/24/2017,CDCL,350676,41885
429121424462,234803309,KIPN,AOIC,41557,2021,"$16,875.00",91835,3/9/2019,9/29/2007,DMNG,1360120,41700
267885109332,396344410,ASPF,GVBK,44555,1998,"$5,097.00",6776,4/29/2012,5/17/2021,MEUE,367257,39001
631144852651,672994380,IFVJ,XPFG,83025,2013,"$22,537.00",50242,1/7/2009,7/21/2018,VLXW,99584,41128
835112233427,546781749,RWJY,LRMF,146588,1998,"$28,533.00",10202,8/23/2013,5/17/2020,JLIM,1348108,38774
425089943957,138466412,FABU,BHDX,70964,2005,"$8,470.00",97281,3/17/2011,8/28/2020,FXIC,476610,41561
443246290186,368491108,SMKG,EFXE,79128,2008,"$21,023.00",18072,10/30/2008,11/20/2011,EQFN,576061,41451
631552582375,677538124,PNMN,UFXB,166842,2004,"$12,856.00",88122,3/6/2016,11/24/2005,OCTP,1344492,39145
546291139719,438458096,DDLD,PXDR,225368,1994,"$16,060.00",12289,4/14/2021,11/14/2007,XALN,812823,40062
965378939253,780238792,ODES,XTRR,20905,2007,"$16,991.00",43713,6/7/2009,1/3/2015,WPYT,1453535,41426
307220597390,759868715,AIOB,TDIA,120765,1980,"$10,462.00",426,7/3/2019,10/11/2006,YIEW,1455929,39504
156758358566,565777617,JSGY,WPBG,169979,2009,"$24,217.00",96045,8/18/2011,6/21/2019,UPFG,76974,41931
272566802516,240874635,TJSJ,CUNU,182240,2004,"$18,346.00",6935,7/18/2007,4/29/2016,QOAM,625761,42274
270983362565,799275453,OKLM,CPLV,221124,2022,"$17,289.00",56413,3/30/2017,9/30/2006,MPDE,591187,38592
142225409890,584352521,FYHO,VRRQ,40009,2000,"$20,511.00",39587,7/12/2006,5/30/2005,PIRY,378803,43559
903159294767,480145906,EVBM,UTTG,96480,1980,"$21,689.00",22898,7/11/2007,2/10/2010,ULDG,1076888,43669
876644435801,470231583,EPMC,CCCL,4316,1999,"$7,905.00",3101,5/24/2009,12/8/2018,VGFC,988943,42026
972463099530,446292891,RGNR,QOXI,31478,2007,"$25,373.00",40188,10/5/2013,4/23/2019,CUUM,762484,43777
349267114370,285619108,AQJA,YRKA,76079,1996,"$5,078.00",86802,4/18/2018,3/7/2012,AASC,1377294,38553
739582103327,831750708,RSBG,ICHX,213532,2014,"$20,434.00",4053,1/5/2012,6/13/2015,URCF,270778,40043
770908199831,626025024,FMPK,CRFM,67894,2011,"$23,537.00",13705,4/16/2014,3/26/2006,APFU,1025888,40262
199322924899,325581323,CJQH,PRQG,172146,2003,"$17,027.00",37554,11/4/2019,6/16/2018,TARG,571177,41611
989055106922,743805820,SEEP,HJEN,4401,1984,"$18,673.00",34450,9/2/2006,7/16/2018,QDKI,614421,39030
569492251649,541625105,UTEL,HYGE,212217,1982,"$5,419.00",74923,1/4/2007,1/2/2011,VKVQ,698411,38601
148604186402,168157926,VWPS,AAAF,52884,2011,"$11,024.00",69431,7/9/2015,2/9/2012,CYVW,282614,42028
776254703410,289752003,EPQG,AUOX,196318,2017,"$27,583.00",60524,9/8/2011,7/31/2005,ASFB,512204,39258
211289624925,720550445,CNIX,QRAA,62595,2018,"$13,709.00",16632,6/1/2011,5/12/2006,DPKG,476155,39616
177319222652,565067565,TKGT,IYMW,230104,2019,"$14,907.00",88796,3/30/2010,11/7/2012,HNMT,430605,39247
484369574927,226665160,PSXI,RDLX,73853,1996,"$21,645.00",30078,5/22/2016,7/8/2010,NDIP,489599,42815
827355816962,450393651,YRVP,EYYX,162086,1988,"$14,173.00",80719,3/10/2010,1/14/2019,IJQE,485802,40152
440645176881,102289397,BRLB,CEUL,142455,2005,"$18,008.00",45648,10/9/2012,8/27/2014,MUHQ,1457342,39487
767677752671,475380250,XHLG,CRCW,197074,1990,"$13,470.00",62970,9/27/2019,5/22/2009,GRDT,364040,42169
802561114931,908081076,EAKQ,KYWE,32941,1991,"$13,088.00",56575,5/19/2020,9/14/2019,IEVB,1089224,39241
564926081615,541738467,VYRW,JUXQ,90324,1994,"$20,369.00",7553,2/28/2016,12/21/2012,XYFL,714665,39008
564239710816,513900343,VGLA,WASS,246237,2012,"$26,313.00",72331,1/9/2006,5/2/2008,AVXT,487491,42126
164565704327,715053171,NPNI,GUKV,84986,1991,"$18,867.00",17595,8/27/2007,7/28/2018,CMSJ,1209954,40467
583417228518,344998561,QWPO,XKVS,145913,1992,"$12,750.00",91668,2/14/2017,12/6/2014,QWNK,704621,40367
405558573382,888988681,EUGH,RDHV,139977,2005,"$7,975.00",44889,6/11/2009,4/12/2018,YWPR,1477193,41434
857274922794,152606665,HXHB,EXYC,219001,1989,"$19,455.00",75900,2/10/2007,11/2/2006,JIWO,523678,39678
736545123890,844804969,EMFH,TMBS,88946,2002,"$14,653.00",77511,4/10/2010,8/12/2018,CQVA,218646,44125
914296032260,233512118,KCSJ,EGNF,189748,2001,"$28,864.00",72737,11/9/2018,1/2/2020,UEOW,124657,41781
412977890693,988130298,XSDX,NMCQ,245062,1990,"$12,136.00",92843,3/9/2019,8/28/2019,PPCJ,849685,43501
391052372623,635518344,HDXL,RPMR,224841,1992,"$27,266.00",47284,8/19/2014,12/21/2017,DEXM,318324,41757
