Create Date,UUID,Date column,Model,Mileage,Number column,Year,Make,Price,Zip Code,Update Date,VIN,String column
3/3/2016,900578395789,43029,YWBO,196715,1241689,1986,VVCK,"$19,176.00",21790,12/26/2012,625234977,HEEI
6/4/2014,130676925706,39481,YYDW,94138,284007,2012,QPND,"$18,249.00",24815,12/30/2007,606430865,SAUD
1/15/2019,853583614844,43829,RCAG,17211,470681,2020,KBBE,"$22,259.00",44806,12/23/2017,301210968,OIFN
2/17/2009,319845211303,40623,FYMI,161627,1419066,2020,DWOH,"$13,266.00",67494,1/24/2016,894823078,EWAB
1/3/2021,639238646159,40375,QQEG,54024,903252,2017,PTTP,"$17,098.00",89217,8/12/2012,440323988,TVBD
10/12/2005,949452361705,43934,AUTE,76334,1028883,2012,EUHO,"$18,841.00",88818,11/3/2009,113499886,GXEF
4/3/2015,803172895719,38833,RAUG,70229,1001123,1982,LDOT,"$10,802.00",81628,11/26/2012,136496647,HRJS
8/26/2010,765908854472,42314,YBSC,152353,619577,2010,INAC,"$6,398.00",16654,7/17/2013,488625957,XTSJ
7/21/2013,197571675001,38820,VBNP,14530,580114,2011,ADMI,"$10,759.00",65913,1/7/2012,668240680,MWCH
9/29/2007,593291826670,41154,NVAN,97782,461362,1984,LURD,"$19,658.00",41226,6/22/2013,653661139,DYUQ
6/26/2014,660608256863,43785,PICV,202035,413841,2002,CPUK,"$21,464.00",63555,3/5/2011,604623452,FLVF
1/7/2008,552980594221,40907,OCFO,223518,1192907,2002,IJSO,"$18,905.00",52745,8/1/2012,967239760,NBXA
10/17/2018,870294275603,43925,RSWW,171625,8567,2012,AVTO,"$6,601.00",84445,11/28/2012,137675636,MMTX
4/28/2008,179179523531,39770,YJYL,29846,723620,2012,VIPW,"$20,756.00",6936,5/3/2020,718627819,LFCP
10/10/2013,784189414471,41300,QYJQ,101930,1018185,2012,KDIJ,"$21,457.00",88405,12/24/2016,406774330,OYLG
6/1/2011,671525444433,40865,RHEF,43632,1036586,1995,BCOM,"$24,195.00",61085,3/13/2011,419237515,LHOE
3/28/2017,106854846478,42007,XMRU,51037,496115,2020,OVVU,"$14,776.00",66367,3/17/2008,213084381,QNXD
7/22/2005,357082919422,38712,IBIT,36578,273361,2002,MVGW,"$9,810.00",51891,3/18/2007,621509333,EHMJ
10/11/2014,322887624570,43952,XTYR,61281,651177,2021,UVOC,"$20,197.00",42830,4/21/2012,264828006,JEIN
7/23/2018,546709633986,40054,EVSX,153748,665533,1997,KFKY,"$20,641.00",62669,7/20/2009,366910110,IXYC
4/5/2012,522665526310,39931,QIVF,211575,335450,2018,PNHP,"$22,285.00",88981,10/24/2018,663871811,TPJC
2/2/2021,137389226667,40851,UKHB,49556,405982,2013,SFAF,"$19,011.00",68293,11/15/2011,366769303,KJMF
3/8/2021,678711766960,40443,PFAL,32560,763708,2016,PWIG,"$22,324.00",2706,7/23/2018,803079349,AOQI
12/26/2020,637857782493,39928,CJGI,120674,148193,1986,MVBC,"$20,583.00",13777,5/26/2009,344921720,VLNQ
7/1/2010,196309719205,39298,OTXX,65035,1181661,2000,HLPB,"$21,506.00",39264,3/5/2017,324594872,NIII
4/9/2011,842678909849,39583,PXPS,107937,9839,2011,JXGN,"$15,146.00",9246,10/24/2011,884194479,LVXH
7/9/2017,626431959995,42532,SUEC,240413,1378877,2017,QSYF,"$12,982.00",29383,9/14/2015,619533275,CTKX
2/5/2015,995652939394,40944,IGPG,166813,803923,1994,RAGL,"$28,741.00",37930,12/22/2007,892031725,GQEL
10/11/2010,451275460916,42173,ORBL,35851,139560,2021,EEKC,"$16,637.00",72052,7/3/2007,477595379,VWUM
6/2/2013,720691752731,39193,BGGH,32193,438195,2016,QLAK,"$10,414.00",22958,3/19/2015,239170626,SFWT
8/13/2016,212111551540,41622,CUUF,186014,660146,2005,LNGW,"$28,151.00",42816,6/26/2016,914365179,UICH
3/6/2005,743476356113,43580,IJRP,244208,156618,2004,SRVL,"$28,724.00",76540,5/18/2014,692250841,EEHB
1/7/2021,570471776652,42575,XSQQ,246243,597034,1992,KSNW,"$9,254.00",77643,3/29/2006,878244339,WUNR
4/15/2015,824580128515,41231,TEWS,140161,1077668,1999,YFLE,"$25,985.00",25475,11/30/2017,602361033,BMUP
3/2/2012,771917618761,41015,ULOC,65422,1230202,2016,NVNO,"$18,401.00",23443,1/30/2011,927223792,LRGS
3/26/2011,901335177506,40588,NRXO,222943,147038,1982,YNAP,"$20,828.00",28671,4/21/2017,880413064,EFOA
12/25/2011,407118065038,38885,YUXC,91526,681507,1986,JBUJ,"$27,994.00",42504,9/14/2014,847373288,NJUH
2/19/2006,126407214491,43698,UGKU,25107,620371,1988,BYJE,"$26,183.00",55236,10/10/2018,373310156,VCYG
1/7/2018,848325024170,40271,LQKX,216182,674495,1989,IYIB,"$17,727.00",6067,10/20/2010,684758510,KXMF
1/11/2016,663501523173,42129,WEWY,38883,1112221,2021,DEYM,"$7,769.00",47,11/12/2014,696382093,IHGQ
3/10/2014,936552351708,42013,KBST,36774,145334,2000,UYPK,"$16,255.00",56089,2/1/2005,675488448,SVAB
9/17/2019,380335715258,38882,FTDL,215475,635310,1999,ETMC,"$18,433.00",72814,9/3/2016,904545328,CBQO
3/17/2007,132098571384,42577,GKEL,94198,1041377,1998,BOUI,"$29,974.00",81079,5/25/2014,775085884,ITXM
1/22/2013,174287344258,40885,CQDA,209084,965060,1991,NOES,"$7,360.00",96777,9/3/2008,731975349,VMXT
8/26/2008,940087630317,44234,CNQK,174162,1016843,1990,RLDJ,"$26,020.00",76577,10/21/2007,219007041,ANCE
2/13/2005,693066682448,40349,OCRG,201863,1069190,1996,WUVN,"$7,804.00",4824,3/20/2014,865424775,TSHQ
8/15/2020,725331666890,38848,THKL,38755,818478,2003,HLNX,"$18,952.00",11009,9/13/2017,246866706,SPKV
6/15/2014,920305370261,43616,AWTK,118865,385260,1998,VINV,"$7,365.00",80217,8/19/2018,565176422,MHNG
12/21/2014,124251150907,43638,EXET,197236,697085,1982,RVSE,"$10,043.00",18869,6/28/2019,320025683,XMJD
5/24/2012,990825681924,38706,UCDB,170580,1222368,1983,OLPH,"$5,034.00",82268,4/18/2018,318281858,HVIB
10/21/2015,903340577843,43808,PUBT,233621,427639,2002,KGOB,"$9,566.00",3706,7/22/2008,977247250,XKVT
1/16/2012,972117242140,43329,LRKT,97709,929705,2002,DNWX,"$17,952.00",45956,6/9/2020,917320003,YKGN
7/24/2008,856575031462,40528,YRGW,103776,133027,2006,WYMB,"$9,192.00",69252,3/14/2006,648024207,YGUW
10/31/2014,494557114621,41680,YPMH,36798,1287406,1981,LANH,"$13,450.00",90460,12/25/2019,253340464,MEKV
10/4/2020,351356857390,39320,TDYI,202371,103103,2002,EARP,"$26,116.00",57387,5/7/2019,265125339,LCIC
2/22/2013,263345307908,39418,NIGB,165617,695660,2000,OMGB,"$21,224.00",2163,9/26/2014,300671927,QYQW
1/11/2016,942562097521,39090,GCXH,53135,1000885,1987,OADJ,"$21,190.00",62936,2/9/2019,644429021,XIHR
6/27/2017,627975777981,39569,GINW,64941,1495501,2009,PKKC,"$13,069.00",30208,2/5/2021,243427572,DISA
1/4/2013,165730529771,39908,SAQE,2414,420037,2001,NGIQ,"$10,503.00",7306,10/28/2012,984033471,GIWF
9/29/2018,591126010060,40488,HQVR,10506,1159187,2015,JVAV,"$15,275.00",322,12/23/2008,646190056,LNBP
12/10/2011,177534096537,39534,BXFC,131693,1463674,2015,FAGM,"$11,825.00",82975,7/2/2009,749103479,BHGD
4/5/2007,686738096415,42801,EAUS,169425,349953,2010,OCIC,"$19,460.00",88069,6/26/2008,434684928,NGGU
3/24/2017,938751363623,41035,IUPA,217738,657544,2001,VMRX,"$27,222.00",59010,2/4/2012,472389299,XXJO
10/2/2010,558207960317,40144,RXKU,165570,193749,2021,LREN,"$27,110.00",14855,3/10/2005,314240040,PSVY
11/6/2019,281775815104,43973,ECEB,96574,424747,2008,HMQN,"$14,544.00",52102,8/8/2012,501602972,RVVA
12/17/2009,891233301654,43651,YCGK,34319,335844,2007,RGAF,"$20,687.00",27282,5/3/2014,685282279,PASI
10/9/2012,591214383274,41012,OKDS,112021,372339,2002,OPYU,"$23,872.00",88946,7/25/2012,947944354,YCFO
12/19/2011,454048875706,42513,GDBT,176243,580148,2004,HYTF,"$24,538.00",77216,1/13/2008,194653329,RPJH
10/11/2009,767720843914,44111,TOGL,203876,234095,1993,KMDB,"$9,376.00",92623,1/15/2019,239426977,KUTM
8/6/2020,330358883582,43748,XTVY,53769,11163,1997,YTRF,"$12,725.00",40320,7/2/2010,700560403,SYSD
10/5/2017,877501115008,39416,WAKD,148643,176101,2002,AHNI,"$25,436.00",29564,8/19/2009,607970374,CPOM
7/12/2011,189941427700,38380,OWUA,221575,1248659,1999,MARW,"$16,865.00",44752,1/5/2008,196752849,XSHL
1/17/2010,393881700966,43602,BQTD,11427,871574,2014,LVKC,"$27,378.00",23735,3/15/2014,660519220,YMEP
9/7/2009,279132096472,44097,AHXW,1274,621837,1996,YIJV,"$12,301.00",49118,3/15/2020,890083388,DOKY
8/18/2007,864216961242,39026,NCGU,118028,146156,2019,QLXO,"$22,694.00",33178,2/17/2009,617053532,IKAN
3/30/2009,161498411351,40827,UEHD,87361,742647,1991,JIEC,"$22,776.00",24938,8/3/2017,214835731,MRQU
3/9/2021,631809180750,39830,WNLC,7564,245980,2010,RUMR,"$17,091.00",50510,4/24/2016,877912602,PKXT
4/3/2009,139103346109,42177,POKS,237035,951350,2002,CXLF,"$26,012.00",99569,5/22/2019,589754734,HJLR
7/26/2016,575320074782,40366,IGIE,123983,1080705,1984,QAHF,"$19,983.00",26474,1/15/2009,990324508,KQPR
2/6/2019,410754002695,43460,GHUM,141335,224840,1980,UKWU,"$26,334.00",81573,10/23/2019,330089448,LQXK
4/10/2011,109572743529,39355,MPRI,180456,95897,2003,DXYT,"$10,077.00",74282,1/17/2005,970683985,AGDC
8/7/2019,107274735065,41025,NJUE,25626,830066,2014,VEUF,"$20,913.00",73249,10/25/2020,850453069,UKNG
5/15/2009,904196317291,39305,REIX,153900,1016137,2009,TGII,"$9,950.00",25874,7/25/2011,951534208,YKRB
5/14/2010,699688161672,39984,HCIY,206100,748005,2010,LUXY,"$13,428.00",21105,7/19/2013,576032776,AHEM
1/17/2012,598085749251,40049,EWIO,47299,937704,2016,VHAT,"$8,214.00",20263,10/24/2011,527279604,WDYR
10/7/2020,826591352986,39532,TSGX,246181,694769,2003,ROEC,"$24,521.00",31143,9/22/2009,893569054,CLYQ
5/8/2011,916279591252,40965,XFRF,211211,875200,1980,PRSK,"$18,094.00",82883,9/28/2013,182591791,TEFE
12/7/2011,687157358621,41833,UXNU,68234,135897,1985,NNAU,"$6,289.00",94422,10/11/2011,451309490,QMFS
4/10/2008,575056415236,43390,ASGT,104080,417841,2007,NUFO,"$11,277.00",34972,11/29/2012,684790173,CINH
2/27/2017,309060042923,43010,AQWV,148128,375542,1981,KLAE,"$6,295.00",11730,1/16/2013,773375719,OBFI
4/27/2007,504586282157,39698,ROJL,130049,605838,1992,BPLS,"$7,649.00",68111,11/7/2008,184014177,SEGS
9/23/2011,622015132418,38910,EAAE,171200,1193104,2022,DHSI,"$17,966.00",52349,2/27/2015,611027338,YVHE
1/29/2016,935427441824,41950,PMRO,74673,580586,1993,XKFX,"$9,331.00",53424,9/15/2019,690900582,IWMK
3/25/2018,851164618138,39477,QJUX,55294,609736,1983,MKPQ,"$8,242.00",28892,4/24/2012,466339919,BPAM
8/20/2017,614927220173,42184,VVIB,165845,301392,1983,HBRU,"$5,813.00",82819,11/21/2014,934192430,SILN
4/2/2010,726632606207,43135,EWRU,245243,233679,1988,REGI,"$6,742.00",61471,12/24/2020,305822278,VQMH
6/6/2006,916874372541,38504,TBDV,170752,393944,2002,MSYL,"$5,574.00",74005,4/2/2012,354007421,OFHV
9/25/2015,380484225467,42586,MWCK,136812,126523,1996,GWWJ,"$24,219.00",53882,5/29/2012,328284352,GIXI
9/30/2008,827579877982,38407,OEPI,52511,1458626,2005,AHOG,"$5,400.00",7652,9/1/2014,569463483,HOUS
2/19/2015,747078773789,41653,VXVU,217491,528454,2005,KLQN,"$22,535.00",21038,1/15/2020,166441795,DOQS
1/1/2014,774264304895,39628,LREB,222381,550145,1982,AUVE,"$11,564.00",7572,6/28/2014,401392962,SCJV
11/18/2013,382284977507,42830,ETFA,220865,1370385,1986,DMGB,"$25,899.00",20002,6/19/2011,221734159,HCFT
8/18/2009,667848201532,41206,POKQ,127937,500580,1988,WBDN,"$11,759.00",59641,12/24/2016,706681693,VTVA
11/17/2020,988897068904,38638,HXAE,56822,684338,2014,NNVH,"$28,241.00",21399,8/9/2009,550879051,XGBB
6/15/2012,867934475684,40989,HGRM,84143,168279,2016,NPQG,"$18,231.00",86569,9/23/2005,335363318,IYYS
3/21/2020,255343422582,39524,AKYC,105778,832784,2021,KNDG,"$23,126.00",58641,6/21/2011,617833643,BJVC
1/8/2019,419207040279,39919,XDGV,197741,896716,1994,NEWO,"$18,194.00",30616,7/15/2018,895317498,MIPN
10/9/2007,740715074761,41682,GUXA,132907,491104,2015,QYPQ,"$23,865.00",49730,12/14/2013,180952837,AFRC
9/25/2014,827231265327,38483,TLIJ,46406,470125,2010,BEBN,"$17,676.00",29806,9/7/2011,862903111,INXU
11/1/2020,537373379069,38734,XRKY,67318,1018349,2008,EBPQ,"$27,536.00",60982,10/29/2007,719894637,VTQO
8/8/2015,929622589660,42175,TQWP,161639,1123064,2022,PSBX,"$29,174.00",22830,6/10/2017,917067025,PCVK
9/21/2010,911849992376,41156,QORT,42003,1056795,2010,WAIP,"$25,005.00",79799,9/7/2020,495717183,ATFQ
11/24/2012,612958054247,41005,RNWH,13600,771029,2022,PRFL,"$7,495.00",59009,9/15/2013,175668702,APVG
5/23/2016,622166188652,43582,MXLF,50386,1084959,1980,AJSN,"$10,958.00",60940,11/19/2016,338937744,FBAQ
8/9/2019,134159634743,41754,LJLE,191298,460202,2002,PWWR,"$9,360.00",80916,2/10/2009,447538826,IGAK
11/17/2008,874623583285,38925,CFXD,99736,272213,1981,JULW,"$24,928.00",79079,10/12/2020,840196823,XKMJ
2/6/2017,230211768018,40527,HYDA,204431,1310844,1993,GLUL,"$26,343.00",54432,5/3/2009,474036172,XLNR
6/2/2005,662917777070,41177,XGOC,90437,1166375,1988,RTBC,"$14,049.00",51809,10/19/2020,675514898,CGJP
6/8/2010,165131414431,41919,ETEC,82270,1236853,2013,KGDI,"$17,829.00",43214,10/2/2017,856790549,ABPP
9/18/2014,607275500961,42035,BTBP,176071,127822,1998,BGVB,"$26,048.00",28742,6/30/2016,289683923,XXTF
9/26/2015,936545535563,39086,YOWO,138585,430439,2016,DIFT,"$21,447.00",18470,7/5/2013,661440307,YARF
8/5/2006,619203715533,43769,SHYW,140111,1281359,2005,GCRB,"$16,032.00",81594,12/31/2014,326651274,WSHX
3/7/2006,984816839897,40092,MINM,84451,336686,2021,RNOY,"$15,896.00",43,12/29/2009,753321064,BYBR
9/26/2020,879165572957,42552,EQRE,110156,1312878,1982,BTCY,"$12,092.00",79869,12/29/2014,982194032,DFRF
6/21/2009,149476269124,43562,GWEC,106785,1007168,2011,RLYY,"$11,105.00",88655,2/5/2006,583384785,LBYB
5/28/2010,258677749584,41968,WCYL,117514,349615,1992,XCPN,"$23,216.00",20168,4/30/2005,341920922,GCJI
5/9/2005,355164731645,38444,HFWX,81516,775552,2006,MFCQ,"$13,647.00",51701,10/30/2016,969579763,GOBC
1/14/2013,306380486958,39379,JSUN,230521,396682,2000,PHIP,"$21,605.00",62716,3/5/2018,994668032,CRQJ
7/26/2011,682063703962,40024,RROW,47039,307812,2019,WFLO,"$27,500.00",4356,4/23/2005,649273900,HUDI
3/28/2010,968806035009,40318,QTUQ,186530,1017385,2003,UAJP,"$22,165.00",55137,9/1/2014,298471412,JAGI
10/24/2005,753924224728,39993,BCMA,110958,1375862,1990,YKNH,"$19,625.00",4755,1/21/2007,646137435,GQTT
5/1/2020,632911526478,43907,XBRH,186350,145510,2012,GLWD,"$26,746.00",24901,3/1/2014,852119762,KPXK
1/18/2005,925618867923,38815,UPUV,127533,425135,1982,TNDR,"$7,773.00",85128,12/18/2020,254609932,JYQW
6/20/2017,668814386059,39945,HGTE,14362,249135,1997,CWLM,"$23,015.00",52739,10/15/2005,451238034,GHJM
5/1/2018,957284826350,39690,MSCV,233676,639166,2019,SIVI,"$5,080.00",31589,11/28/2006,796369924,OHBV
3/11/2019,160246114332,41914,DCBS,115227,146027,2021,SAGP,"$18,515.00",99135,5/29/2006,703167493,LSSK
10/23/2009,454557446411,40309,XJQN,7898,1043966,1997,PQOQ,"$18,969.00",22920,12/20/2008,816120918,WSJX
1/29/2017,137512413770,39657,XIOS,3198,111428,1980,GPPG,"$14,452.00",15052,1/17/2009,641639290,LCLB
7/31/2012,835379384439,39493,ATRU,101549,282152,1998,GKTY,"$13,903.00",45288,10/18/2010,223837629,RBLT
9/12/2017,456515868176,41238,IMBS,211760,891870,2010,WHEV,"$25,644.00",91424,3/24/2018,630250594,RVGY
7/1/2016,449995162600,40983,IYWJ,93529,505039,2004,PSDK,"$5,315.00",25166,2/15/2011,843026648,UHRV
9/23/2005,988773163374,38483,PEGG,80555,55875,2004,QKYI,"$14,289.00",75500,10/20/2005,215721230,SFMS
11/10/2005,548897661908,39586,EIKI,16071,1430293,2014,UAFQ,"$16,619.00",9547,9/13/2012,520501161,RFVN
7/18/2005,525270562346,44117,NAWD,160982,1109507,1981,RXWO,"$24,399.00",36621,6/10/2013,388321210,GXCX
8/10/2014,125889514041,40847,DBOR,224202,284322,2012,LIUI,"$9,341.00",71318,2/17/2013,593921796,HWUW
7/1/2016,133183929364,39802,PJCE,195389,399905,1992,AUJO,"$28,403.00",874,3/15/2013,711018601,EATH
6/26/2014,792577496968,42086,NVWB,93882,1327267,1984,TKXM,"$21,816.00",11630,10/27/2009,695495741,BWKE
5/21/2014,803497431057,43776,XBQD,234277,167546,2004,BVKH,"$5,450.00",89820,8/9/2006,881913652,EEVB
6/27/2008,794364458736,42568,IWIR,24506,187502,1986,YSJO,"$16,480.00",61471,3/26/2014,910648251,MPIV
3/15/2012,861748243093,42435,OCGM,79474,962091,1981,QOAR,"$26,068.00",9980,11/13/2017,820326898,GOQQ
1/7/2021,104485737983,43574,PMAC,35049,1181939,2019,VRVG,"$20,990.00",75335,10/4/2005,871393101,APAR
11/12/2017,388681523087,41527,NBGG,117845,380281,1998,OEBA,"$26,764.00",9262,6/20/2005,997233028,DHKN
9/11/2005,425310974071,40392,UCFG,211502,228544,1982,YBNT,"$6,137.00",42460,8/2/2016,878049219,BYFT
1/20/2017,975506420050,41041,GNLL,240942,1322790,1993,HVRQ,"$26,320.00",76586,1/25/2011,630130002,OKHU
1/30/2010,648769696961,39945,ODKL,2982,1023277,1988,KWVN,"$28,078.00",80447,12/29/2017,837712762,XKMU
9/29/2010,465503396197,44090,GDLO,172415,671497,1995,NOCV,"$23,237.00",39246,1/4/2012,503267327,KUFM
6/18/2018,639439449304,43114,KAKY,195554,617839,1994,ATUJ,"$10,689.00",94192,4/10/2010,931641788,ELRQ
6/29/2020,563556116292,39318,WFBO,145078,1281031,2021,NAFM,"$18,071.00",57420,10/23/2010,361604127,BOMY
3/14/2015,583955416698,41851,KQCN,243188,281944,2014,GYFU,"$7,871.00",85348,1/7/2005,869900718,JJEM
5/7/2015,814196219180,42983,OTWB,188971,1348400,2012,HQPP,"$14,377.00",20058,3/18/2010,523916080,KYOY
2/22/2010,223665821273,38401,XYHP,10550,239387,1980,IWIL,"$12,517.00",46971,4/15/2011,124014100,DSXE
7/18/2007,901191924392,40536,FALL,247705,634816,1995,IKOU,"$6,139.00",74795,8/6/2009,312918963,DICW
9/10/2015,548887676778,43338,FURB,14450,1240566,1991,IYHK,"$18,102.00",20264,5/10/2012,906076241,GBWE
6/1/2018,734635089372,38833,IUFK,158775,977930,2012,ILIV,"$25,901.00",35920,4/4/2015,561741338,UHIK
7/4/2017,773046448024,42218,KGSE,145550,567755,1990,XAYX,"$22,959.00",79130,9/18/2017,565148044,LTOG
10/18/2015,699746874422,40735,EBYS,146457,444360,1991,VEWU,"$11,224.00",87813,3/12/2014,612983714,OTKY
3/4/2015,334051940518,39418,YSEW,200623,1242736,2007,QGCA,"$18,236.00",30046,2/24/2007,323553955,FEOP
10/8/2008,712907422157,44011,YBLH,11843,1088726,2016,QMTM,"$19,544.00",61746,1/13/2015,923185627,WSNF
10/14/2010,244432711835,41653,XTOA,25440,749184,2000,OTXD,"$11,031.00",13617,1/25/2006,471887839,UOQR
5/18/2011,690206702964,42744,CPXH,136314,1486194,2003,EUNA,"$29,130.00",6109,1/11/2009,448835374,XOPF
12/23/2018,257287364261,41760,LQYF,187939,483757,2017,JPYV,"$23,926.00",97424,4/14/2005,772480842,UUOU
8/9/2005,690413580593,41911,NQGH,78343,616639,1995,OHKN,"$7,752.00",84787,9/1/2015,154964358,NQGB
12/1/2020,653599422280,42245,BIGV,52386,1277162,1982,YUHM,"$8,877.00",91943,3/17/2009,297419193,IAVX
12/25/2007,463781025892,40223,YTYE,129575,600603,1981,PWWM,"$23,215.00",35748,12/18/2005,321543100,SLYG
3/9/2019,729795046875,44179,IHMV,23628,308894,1990,KOFW,"$9,609.00",70370,9/9/2016,704884707,LLFG
10/2/2008,369473284714,40741,HCHA,27092,199871,2016,CXDE,"$16,135.00",58210,9/25/2016,751828559,LKPC
9/20/2014,759807013820,40512,RARS,75677,226136,2017,FTBS,"$15,139.00",54486,2/22/2014,262893673,NBXM
6/12/2013,824354031741,41268,QXWV,19284,580513,2001,CMCB,"$9,133.00",98185,6/11/2013,518803223,LVAL
11/22/2018,280864852188,41026,TQGS,61690,122485,1984,GVTN,"$7,972.00",50475,1/2/2007,884012432,CHXF
1/28/2018,503963411100,41600,RPUW,158436,101594,1998,PXSL,"$21,770.00",90236,3/19/2013,337007354,GNVB
3/10/2012,259590780052,42351,OULY,239068,422664,2021,TVNL,"$21,902.00",97161,11/15/2005,580227078,SFQV
10/3/2008,830100291049,44285,KDSG,35783,891592,2022,PSTJ,"$17,405.00",30025,6/18/2012,366325018,CBJO
1/13/2008,807888664593,41411,ELKM,227855,1158778,2010,DPYE,"$23,874.00",73214,12/23/2007,971043933,DEXO
12/10/2020,478689406947,39604,YIBJ,26324,738339,1981,FDLD,"$14,489.00",84687,7/17/2018,948377482,LVTD
7/25/2019,855026170620,41912,CNAW,55892,226319,2021,IGPQ,"$5,410.00",6298,5/19/2013,837620285,JLMS
11/3/2017,214539893086,42931,QOGD,131675,1261203,1986,BYNN,"$12,280.00",53917,4/27/2013,834658088,MSXR
10/20/2017,331997985666,40918,ATPK,107131,1452600,2014,QVFL,"$21,835.00",25490,7/6/2015,464099059,LIQP
8/27/2018,176992413603,40051,OEEQ,47323,1356363,1998,IWWW,"$26,242.00",26587,6/21/2019,885770656,MUVT
1/17/2018,970802230812,42810,UWCM,115013,143010,2006,UQTA,"$20,499.00",95851,3/15/2009,817495590,NGGX
6/18/2018,380920167828,41769,OJQL,195995,787716,1991,DILN,"$29,635.00",9008,12/6/2018,433288526,LDMG
7/23/2012,569057469731,44291,HNNG,229855,600151,2001,LBSE,"$10,409.00",1019,2/27/2015,407912285,DDFG
10/9/2017,872520929708,43489,OBRL,190624,125816,2008,VKCC,"$25,548.00",49962,10/7/2019,987817870,SBHJ
6/15/2012,769141712417,44171,LURH,177135,1041078,1999,MXAL,"$23,552.00",84125,2/10/2007,830311004,HXJU
4/30/2007,958049546040,38842,GYNJ,224789,71681,1989,QRFS,"$22,347.00",43173,1/3/2007,519630911,HHNF
8/23/2015,970766319719,40796,YCQS,221808,1232173,2004,PNHE,"$8,557.00",89960,2/16/2011,201631928,FATI
6/21/2007,258145715626,39959,DANG,105856,903699,1992,TFHQ,"$29,792.00",34042,7/15/2005,110342980,EDDV
2/5/2021,351938614509,44258,JDSR,160155,605536,1996,EJJL,"$18,893.00",50744,10/4/2006,777109807,MNXW
9/18/2016,490572600187,41432,OOOA,177607,831460,1987,UCQW,"$18,741.00",98635,3/11/2013,386970015,OCRK
5/7/2019,451263564628,42429,WQPL,63811,1183592,2004,BDAQ,"$13,683.00",35581,4/11/2010,106907208,YHKK
2/27/2017,642673122107,38397,PPTS,33677,1241319,1980,GULL,"$22,838.00",48762,9/23/2014,672556041,PJSW
9/23/2009,945440878519,43715,OJIQ,70973,723233,2022,HDDN,"$28,635.00",8891,3/6/2006,898681433,FRPI
8/28/2005,412163256045,44091,OGBS,139668,358098,1990,WMQS,"$8,179.00",67582,5/8/2017,672455936,XKNT
2/8/2011,990902792983,42445,UYCV,222186,1185410,2017,KVIL,"$23,108.00",67798,1/5/2019,698759448,KJGI
9/17/2006,504312341008,42077,RLSN,232621,1450366,2009,BPMC,"$29,033.00",10828,5/30/2010,922160514,FYFH
10/6/2006,234388092332,39890,FTAA,163646,306416,1990,NUGO,"$26,451.00",12670,8/29/2013,929855478,VYDM
9/3/2020,816226829921,39849,RDDO,97557,1472495,2013,XBFC,"$17,816.00",55077,6/21/2014,843932694,IYNW
3/28/2008,900756574089,42747,SOYQ,221591,1381120,2006,FMJC,"$15,598.00",41156,8/13/2019,307689656,ENJQ
6/17/2009,688778303231,42029,JQYK,187678,978640,2015,PUXW,"$12,159.00",17546,5/31/2005,545976304,JFAB
5/26/2018,649720977711,39577,RPLX,83838,184250,1983,WQYF,"$26,193.00",94943,1/2/2019,653718818,QNXO
6/15/2005,695439373677,42045,JHBX,102362,712285,1992,UWIY,"$10,873.00",62788,10/7/2014,582681137,DGUR
11/13/2018,438930332657,38881,MPAV,139065,996310,2021,KKJG,"$27,004.00",63042,2/23/2012,773057547,QCET
5/10/2005,779462103801,40972,WPMO,71448,597008,1996,KTJJ,"$14,328.00",97189,1/5/2015,518794193,NXYK
5/23/2019,916811546456,42072,GVWD,188278,751245,2022,NPPH,"$26,961.00",97117,8/5/2017,242441567,UAXC
9/30/2016,468816582922,40558,RPEB,111113,1051342,2005,PCXO,"$19,525.00",98966,10/19/2008,378082381,WIXB
11/13/2009,792909865923,39651,UADS,64534,1061296,1989,EFYI,"$29,200.00",96917,6/20/2015,964973784,PODO
8/3/2018,947277410882,43942,LUWI,80440,653308,1999,UENF,"$25,107.00",51905,12/26/2019,439915399,TXWO
6/23/2017,139619751247,38998,BSLC,183341,983312,1980,YJYD,"$12,072.00",9062,7/29/2009,378916219,KRXF
1/5/2020,252992526204,41624,DGRQ,92204,611322,1991,SGJW,"$24,618.00",27651,2/1/2006,289759133,AREQ
9/5/2017,480936247139,39132,ICXD,172653,1497700,2020,EVOO,"$19,301.00",64853,1/31/2021,834779265,BTGF
8/23/2012,608591283371,43828,AORE,30309,991667,1991,NVCB,"$25,404.00",71983,1/23/2010,654193229,KBXL
5/6/2008,430264575738,42694,OABE,86925,81255,2015,EUNT,"$5,334.00",84755,5/23/2010,976559340,QBTM
11/24/2017,663001569907,43401,ONJU,73265,342375,2005,TIGV,"$10,028.00",93168,6/7/2011,512928028,LSKA
1/12/2010,879796504955,40012,BYRV,48622,565771,2013,YDXA,"$21,555.00",53870,11/26/2008,522642315,HEVE
1/31/2014,981074265286,39274,SJWW,52399,1286978,2008,JGTN,"$8,768.00",68761,9/20/2018,392382195,VUOG
3/10/2012,693204644328,38984,FAWV,177502,742945,1986,VPKO,"$29,178.00",37192,8/21/2016,553394648,RPHF
8/11/2013,747095587628,38661,IBEL,186594,203844,2008,HITY,"$26,390.00",94825,1/11/2012,503496649,HMDL
4/28/2010,556437789130,42940,BCEG,226540,284981,2009,BADA,"$22,396.00",51357,4/28/2018,584886806,QAFQ
